time;expw;conc;concm1;replicate;;;;
0.0;6.36;0.0;0.0;1;;;;
0.0;6.36;0.0;0.0;2;;;;
0.0;6.36;0.0;0.0;3;;;;
0.166666666666667;6.36;5.89463408346817;0.0;1;;;;
0.166666666666667;6.36;5.69625671678833;0.0;2;;;;
0.166666666666667;6.36;7.99225489051234;0.0;3;;;;
0.354166666666667;6.36;4.28666343856909;0.0;1;;;;
0.354166666666667;6.36;12.9197347810676;0.0;2;;;;
0.354166666666667;6.36;9.01647947508388;0.0;3;;;;
0.854166666666667;6.36;18.9200361984837;0.0;1;;;;
0.854166666666667;6.36;16.0363869937685;0.0;2;;;;
0.854166666666667;6.36;17.7809117840726;0.0;3;;;;
1.04166666666667;6.36;14.8315609871995;0.0;1;;;;
1.04166666666667;6.36;22.031993548189;0.0;2;;;;
1.04166666666667;6.36;16.5090956501647;0.0;3;;;;
1.35416666666667;6.36;17.5885807006304;0.0;1;;;;
1.35416666666667;6.36;31.0311418195324;2.47004608294931;2;;;;
1.35416666666667;6.36;22.5599627165236;NaN;3;;;;
1.79166666666667;6.36;29.3332191511085;2.24805194805194;1;;;;
1.79166666666667;6.36;27.4256156281137;2.60710659898477;2;;;;
1.79166666666667;6.36;29.6428585361702;2.41769041769042;3;;;;
2.02083333333333;6.36;35.3523315214675;NaN;1;;;;
2.02083333333333;6.36;30.0361218720491;3.91011235955055;2;;;;
2.02083333333333;6.36;36.3495985783278;NaN;3;;;;
2.20833333333333;6.36;28.9852049058525;3.05564924114672;1;;;;
2.20833333333333;6.36;38.6296963679699;2.32876712328768;2;;;;
2.20833333333333;6.36;32.4712733782288;2.44298876497215;3;;;;
2.79166666666667;6.36;49.6006258061961;2.31090047393365;1;;;;
2.79166666666667;6.36;33.5528641355269;4.46901579586877;2;;;;
2.79166666666667;6.36;37.3397339896157;3.55593952483801;3;;;;
3.75;6.36;29.6407009128523;3.4508604206501;1;;;;
3.75;6.36;39.0104435332241;3.8554128440367;2;;;;
3.75;6.36;44.6966991658737;3.85963636363637;3;;;;
4.875;6.36;34.2885967665517;2.78029556650246;1;;;;
4.875;6.36;28.8931656299439;4.26132264529058;2;;;;
4.875;6.36;27.8352034504507;2.53702422145328;3;;;;
